ruta_relativa,nombre,extension,tipo,corpus_inferido,tamano_bytes,tamano_humano,modificado,sha256,hash_omitido
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_754.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_754.txt,.txt,texto,C-JEP-oral,380,380 B,2026-04-25T19:25:23,1c2a5fca2517fb9079be927b9e68503952b3f665f408bca361b44056caaa95b7,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_755.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_755.txt,.txt,texto,C-JEP-oral,685,685 B,2026-04-25T19:25:23,f634734420b1a5ca852bda782a25cb71a6fb14b21ac2c44af862d395f81c204a,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_756.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_756.txt,.txt,texto,C-JEP-oral,897,897 B,2026-04-25T19:25:23,456dbf066006a1f670bbf148f34b1421d02f95ad3c6c95d6aacca343c7e78924,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_757.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_757.txt,.txt,texto,C-JEP-oral,163,163 B,2026-04-25T19:25:23,a115d572920df9cc46379830c4e85ff410aea3e2a062c70d4ec05f8e29f3df45,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_758.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_758.txt,.txt,texto,C-JEP-oral,644,644 B,2026-04-25T19:25:23,f599c358a5c102cde0e8361c47db0a2f9386c6eee01d434c97903b2e57f4b662,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_759.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_759.txt,.txt,texto,C-JEP-oral,203,203 B,2026-04-25T19:25:23,0e484c084c796deb91b526e06a9a3e5e7402dd6fc437bc863e2b3746664c8743,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_76.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_76.txt,.txt,texto,C-JEP-oral,4847,4.7 KB,2026-04-25T19:25:22,145ef06c4f0be8946ff833fac483ef89a68afd969073fdfe88470e0e0daa7541,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_760.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_760.txt,.txt,texto,C-JEP-oral,307,307 B,2026-04-25T19:25:23,e27fa7fe334fb038a243f2875810b57d35ead267f3a3649b793fcc1737d9fe65,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_761.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_761.txt,.txt,texto,C-JEP-oral,469,469 B,2026-04-25T19:25:23,1089026ac3255ccbe62fca0fbdcb9ab09a057ac2b002ab4e21e65d6336880567,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_762.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_762.txt,.txt,texto,C-JEP-oral,553,553 B,2026-04-25T19:25:23,db1ccf775651ab81da6de4e3be7349a950868becc05e9aa3a9a68024a19d47dd,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_763.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_763.txt,.txt,texto,C-JEP-oral,150,150 B,2026-04-25T19:25:23,ae4a6dcb6bef946fd825c8c1a6be6d3057c767e7766b04465d78caecdd0ace77,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_764.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_764.txt,.txt,texto,C-JEP-oral,158,158 B,2026-04-25T19:25:23,d87f664a98959e051cc3f1e56de3bd04a2db5e1fd3833ddcc2566c703ce036f2,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_765.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_765.txt,.txt,texto,C-JEP-oral,1354,1.3 KB,2026-04-25T19:25:23,4fcf5fce84e4e473200b32808dce5ae300e3d54b7c3ac7aa16131232b6c28cd6,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_766.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_766.txt,.txt,texto,C-JEP-oral,206,206 B,2026-04-25T19:25:23,d1541ad94de1f56cb27a092dc5c5b6e700a8adcd96aaf92675b879e78e31a444,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_767.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_767.txt,.txt,texto,C-JEP-oral,506,506 B,2026-04-25T19:25:23,afccd67493ec2c33e70a74f9edf764f72a05fc7cb05dc0330e1a5dda263c1e48,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_768.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_768.txt,.txt,texto,C-JEP-oral,281,281 B,2026-04-25T19:25:23,42de3ffd83931bdf80df424880c65a319f8b85c464521f32d8fa1c005cfb5d02,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_769.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_769.txt,.txt,texto,C-JEP-oral,159,159 B,2026-04-25T19:25:23,6528eba24339c46ac060ea9c31169d29fba4a8bd50445a9abbc4bbfe2413c33f,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_77.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_77.txt,.txt,texto,C-JEP-oral,1403,1.4 KB,2026-04-25T19:25:22,ffc3a5ec2a3f2954bfd2fde382642e738f9e7c8c202dbfc07f9c94cc3c6ff8bd,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_770.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_770.txt,.txt,texto,C-JEP-oral,2093,2.0 KB,2026-04-25T19:25:23,e8c4a3add6dd9b2d88767a77da8e2548d5171702334377e0a52d9f1ebb048ba5,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_771.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_771.txt,.txt,texto,C-JEP-oral,183,183 B,2026-04-25T19:25:23,26f4caa9d0723216d490dfefb8c11ab89df2c4b4b4458bd60e81f2ee6fd559da,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_772.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_772.txt,.txt,texto,C-JEP-oral,512,512 B,2026-04-25T19:25:23,4f89bb403014be28fd53343bb35a89d125bbca0b87aa915d586a9f8dfe74557c,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_773.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_773.txt,.txt,texto,C-JEP-oral,1011,1011 B,2026-04-25T19:25:23,26438842f09e25a9e2963bf5dda8129822349256aa8dc81cef1b641ae8429931,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_774.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_774.txt,.txt,texto,C-JEP-oral,831,831 B,2026-04-25T19:25:23,a57ab31afe9caa32a6afc595d0c05e4c92abe4b23415e77abdbece76ce957dd3,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_775.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_775.txt,.txt,texto,C-JEP-oral,503,503 B,2026-04-25T19:25:23,b488193d9e5241770af28eb0014ea20a716ca1073df651c37d12139297aeddb2,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_776.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_776.txt,.txt,texto,C-JEP-oral,395,395 B,2026-04-25T19:25:23,8ca32e01734845d71ff224eac2d717c80c3b81ba709050652094369e47b34fa9,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_777.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_777.txt,.txt,texto,C-JEP-oral,1648,1.6 KB,2026-04-25T19:25:23,54235ace347ebd485a1c63f2e1699d33122bf96c04d3c7de649ab1a432cc7e24,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_778.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_778.txt,.txt,texto,C-JEP-oral,514,514 B,2026-04-25T19:25:23,1fe27462bd393a3279da5add7f6a8e0368e68fc7903b3b5b307adecbd46c0c9c,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_779.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_779.txt,.txt,texto,C-JEP-oral,2000,2.0 KB,2026-04-25T19:25:23,2189cc7ccb3ff480478522fe37f301265478b47bd1e3eac00af095f9141b8b4c,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_78.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_78.txt,.txt,texto,C-JEP-oral,1473,1.4 KB,2026-04-25T19:25:22,28ef7ac0298094e0e4e9dac2a3df9acd279f6e706a4abbc7b78df58b73e73359,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_780.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_780.txt,.txt,texto,C-JEP-oral,1403,1.4 KB,2026-04-25T19:25:23,dbf88d190add823dd512f92fff6a9bf79bfb0d5ceece9fcc51f7680c9788a048,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_781.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_781.txt,.txt,texto,C-JEP-oral,1140,1.1 KB,2026-04-25T19:25:23,e70c6d9a563ea68f981ef6cb05309a2bd761a59aac421f3f202625cc51cd32cc,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_782.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_782.txt,.txt,texto,C-JEP-oral,2538,2.5 KB,2026-04-25T19:25:23,afee710fe23da91fed42e24ae98b6aba37ea2d1cd12f2351dfacfbb03b3bdfd3,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_783.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_783.txt,.txt,texto,C-JEP-oral,1017,1017 B,2026-04-25T19:25:23,918fe6db3eefe346f87edc02b513205d562c1ea1ff0d88273fbdf88f317c9d09,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_784.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_784.txt,.txt,texto,C-JEP-oral,4276,4.2 KB,2026-04-25T19:25:23,7c3c7093d4e496da9d0ff8bd8c157d811dbd36602ebc473488de778e12007c66,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_785.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_785.txt,.txt,texto,C-JEP-oral,2585,2.5 KB,2026-04-25T19:25:23,c0abe67edf944bef1604d8943ef7f18ed951235803cd8129b9a050b44aaf4e50,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_786.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_786.txt,.txt,texto,C-JEP-oral,1307,1.3 KB,2026-04-25T19:25:23,fdc089fd37d45ff0aab4ba17ceb933b860975e3e2558e2e38f645f7c462ed2e1,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_787.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_787.txt,.txt,texto,C-JEP-oral,925,925 B,2026-04-25T19:25:23,f26ac69a81f7fe7fd4e642626c9cb7d42ae91e1cf19425f8bc840f1f74fc95d5,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_788.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_788.txt,.txt,texto,C-JEP-oral,109,109 B,2026-04-25T19:25:23,b2432a6f9f992487cc61650c80caa7594c7f9a418f36c1a56225c6d2a7253bac,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_789.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_789.txt,.txt,texto,C-JEP-oral,165,165 B,2026-04-25T19:25:23,aa414e05d417c750117a8ec55379c5a32d82d81aae844cbdb67092b6374827b6,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_79.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_79.txt,.txt,texto,C-JEP-oral,3162,3.1 KB,2026-04-25T19:25:22,a540f7ba18c1e60a142f1f3b8cb4711a231072aec91a00ce3c3beeb652c94b73,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_790.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_790.txt,.txt,texto,C-JEP-oral,277,277 B,2026-04-25T19:25:23,478fc4b71d72f1c25cd761b5d899b5b42c7869b97c42e00658a44e6d6ef348ee,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_791.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_791.txt,.txt,texto,C-JEP-oral,2152,2.1 KB,2026-04-25T19:25:23,22ffbf4f94addbafaef261b5f161292fbc4c84b6be336e78e00a31d607b4dd0b,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_792.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_792.txt,.txt,texto,C-JEP-oral,2407,2.4 KB,2026-04-25T19:25:23,afe4457b614b207fc752777e2de371214ae0dced2f11c5502d2ab238910d4ef2,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_793.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_793.txt,.txt,texto,C-JEP-oral,2836,2.8 KB,2026-04-25T19:25:23,a5a10b30bec65f0f27f8901850b2fa8553bec4ecdc80d1e173335fb6d4c49bf4,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_794.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_794.txt,.txt,texto,C-JEP-oral,296,296 B,2026-04-25T19:25:23,798b9533ab1580b0a1b1742646c5b71060048249f8bc5332550cf56607131aa3,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_795.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_795.txt,.txt,texto,C-JEP-oral,734,734 B,2026-04-25T19:25:23,efd3915f4e04fdfb1a1514ce0f136124d02c214025aa04722fa6d7633174b9e3,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_796.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_796.txt,.txt,texto,C-JEP-oral,120,120 B,2026-04-25T19:25:23,99790c3e37de4f0a4238ef9e13edef818e10929cc6f035e14946c34fceedb50d,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_797.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_797.txt,.txt,texto,C-JEP-oral,561,561 B,2026-04-25T19:25:23,6b19eb0a1e32a3e9f141ed2504f3cef722d5851d601223e2eee789b1f747fc87,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_798.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_798.txt,.txt,texto,C-JEP-oral,810,810 B,2026-04-25T19:25:23,8534ad2d7d81f8f467e2b7d81c0a73503d5f7de80c1e6bf91fd5370b065b1fd4,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_799.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_799.txt,.txt,texto,C-JEP-oral,506,506 B,2026-04-25T19:25:23,beab18434d3833f46dc0c24073bbbc8658546c1064e55a0ba3d8ab7d32efbda8,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_80.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_80.txt,.txt,texto,C-JEP-oral,3929,3.8 KB,2026-04-25T19:25:22,5cc2003a67c47c91fbb8079cc92b3b106747293eea37df5c94c230dee8cc799c,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_800.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_800.txt,.txt,texto,C-JEP-oral,366,366 B,2026-04-25T19:25:23,102db208e8fb1a0fae6d7ad9a91cf352db04c6dacabe4fd7a5cebe341eb7c28a,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_801.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_801.txt,.txt,texto,C-JEP-oral,390,390 B,2026-04-25T19:25:23,69573d1f1d3cc3af277779daa3c6d272d4d3ab5a2ee1e239c9ab96b8d76c2917,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_802.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_802.txt,.txt,texto,C-JEP-oral,673,673 B,2026-04-25T19:25:23,91ecd48c0a68e28da5211e30ec115911668501d13a4006731d59ef15d5d16203,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_803.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_803.txt,.txt,texto,C-JEP-oral,162,162 B,2026-04-25T19:25:23,85dad7d4cc6d7cb4d880130b8b94b449c80349d2e69ca3ed887f4d1b2c55fd34,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_804.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_804.txt,.txt,texto,C-JEP-oral,136,136 B,2026-04-25T19:25:23,009ee552ac10e85766cd3ddd365c230e6aacb1fd3d17d64f9b523d5520584d0d,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_805.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_805.txt,.txt,texto,C-JEP-oral,979,979 B,2026-04-25T19:25:23,79efde259df2e81f9f699980fdad3122e6de278a4dd1465af865cc45608a8bb7,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_806.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_806.txt,.txt,texto,C-JEP-oral,606,606 B,2026-04-25T19:25:23,681489b415c9362e116b4906f8449d0556225996c14e44da1b8a7ffa075d3558,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_807.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_807.txt,.txt,texto,C-JEP-oral,418,418 B,2026-04-25T19:25:23,bc97e0059d107dc60fb14ed5dd4caa004ad4a3ba1055cbd82c1c284ad4fd4878,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_808.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_808.txt,.txt,texto,C-JEP-oral,567,567 B,2026-04-25T19:25:23,fb9d1f93ead8ed72072bdf6154aa2fc56d57025a207efef7e2531522501db197,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_809.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_809.txt,.txt,texto,C-JEP-oral,1005,1005 B,2026-04-25T19:25:23,308ac49b31f8bdd4da9e052e0ddeba497cb4b3b3ab7c52affda92beeb26a851f,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_81.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_81.txt,.txt,texto,C-JEP-oral,2770,2.7 KB,2026-04-25T19:25:22,0486c98065fff6780b1883a01c4f5b7dde2d9a331750541607c83c5398e26f08,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_810.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_810.txt,.txt,texto,C-JEP-oral,764,764 B,2026-04-25T19:25:23,9af8c84a6acf5f2984e3d6058994bae13ffc6d63e5674bc89862c9969cf4e98e,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_811.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_811.txt,.txt,texto,C-JEP-oral,1467,1.4 KB,2026-04-25T19:25:23,1df8e24dbac939cd5b7f29644961465db6c898eb898cb218bb402d2d2fb63e97,False
data/processed/corpus_b_sentencias_secciones/sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_812.txt,sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed_RECONOCIMIENTO_812.txt,.txt,texto,C-JEP-oral,1915,1.9 KB,2026-04-25T19:25:23,cbbe0d19329a283f43ba26150ce397930a39a6a8230b654263e8b0bde7e6f2ed,False
